,make,model,year,transmission,fuel_type,mileage,price,platform
1982,NISSAN,Urvan NV350,2019,MANUAL,Diesel,31000.0,888000,carmudi
1983,HYUNDAI,Grand Starex,2014,MANUAL,Diesel,29000.0,585000,carmudi
1984,TOYOTA,Land Cruiser,2015,AUTOMATIC,Diesel,99.0,3680000,carmudi
1985,HONDA,Mobilio,2015,CVT,Gasoline,33000.0,618000,carmudi
1986,NISSAN,Almera,2019,AUTOMATIC,Gasoline,29000.0,488000,carmudi
1987,TOYOTA,Yaris,2017,AUTOMATIC,Gasoline,35000.0,588000,carmudi
1988,CHRYSLER,300C,2013,AUTOMATIC,Gasoline,30000.0,1170000,carmudi
1989,TOYOTA,Rush,2019,AUTOMATIC,Gasoline,15000.0,885000,carmudi
1990,MITSUBISHI,Mirage G4,2019,CVT,Gasoline,8000.0,518000,carmudi
1991,MITSUBISHI,Mirage G4,2015,MANUAL,Gasoline,60000.0,330000,carmudi
1992,FORD,Ecosport,2016,AUTOMATIC,Gasoline,33000.0,628000,carmudi
1993,HONDA,BR-V,2017,CVT,Gasoline,44000.0,678000,carmudi
1994,HONDA,BR-V,2019,AUTOMATIC,Gasoline,15000.0,838000,carmudi
1995,TOYOTA,Rush,2019,AUTOMATIC,Gasoline,30000.0,858000,carmudi
1996,NISSAN,Almera,2020,MANUAL,Gasoline,400.0,488000,carmudi
1997,MITSUBISHI,Mirage G4,2019,MANUAL,Gasoline,18376.0,385000,carmudi
1998,MITSUBISHI,L300,2017,MANUAL,Diesel,44000.0,648000,carmudi
1999,SUBARU,Forester,2011,AUTOMATIC,Gasoline,99.0,488000,carmudi
2000,FORD,Focus Sedan,2013,AUTOMATIC,Gasoline,80000.0,370000,carmudi
2001,HONDA,BR-V,2020,CVT,Gasoline,11000.0,838000,carmudi
2002,HYUNDAI,Accent,2019,MANUAL,Gasoline,15648.0,358000,carmudi
2003,FORD,Escape,2011,AUTOMATIC,Gasoline,126000.0,378000,carmudi
2004,TOYOTA,Rush,2018,AUTOMATIC,Gasoline,46000.0,830000,carmudi
2005,FORD,Ecosport,2016,AUTOMATIC,Gasoline,40000.0,488000,carmudi
2006,FORD,Ecosport,2018,AUTOMATIC,Gasoline,28000.0,698000,carmudi
2007,TOYOTA,Fortuner,2010,AUTOMATIC,Gasoline,98000.0,568000,carmudi
2008,FORD,Ecosport,2018,AUTOMATIC,Gasoline,39000.0,588000,carmudi
2009,HYUNDAI,Accent,2021,AUTOMATIC,Gasoline,8000.0,548000,carmudi
2010,HYUNDAI,Grand Starex,2020,AUTOMATIC,Diesel,99.0,2250000,carmudi
2011,NISSAN,Patrol Super Safari,2012,AUTOMATIC,Diesel,75000.0,1258000,carmudi
2012,MITSUBISHI,Mirage G4,2018,CVT,Gasoline,16000.0,468000,carmudi
2013,HONDA,Civic,1997,MANUAL,Gasoline,170000.0,250000,carmudi
2014,MITSUBISHI,L300,2020,MANUAL,Diesel,12000.0,828000,carmudi
2015,CHEVROLET,Cruze,2010,MANUAL,Gasoline,75000.0,150000,carmudi
2016,FORD,Ranger,2018,AUTOMATIC,Diesel,40000.0,835000,carmudi
2017,TOYOTA,Avanza,2018,MANUAL,Gasoline,28000.0,580000,carmudi
2018,MITSUBISHI,Mirage,2014,CVT,Gasoline,76000.0,315000,carmudi
2019,BMW,X3,2012,AUTOMATIC,Gasoline,25000.0,1350000,carmudi
2020,FORD,Focus Hatchback,2010,AUTOMATIC,Gasoline,75000.0,255500,carmudi
2021,ISUZU,mu-X,2015,AUTOMATIC,Diesel,75000.0,800000,carmudi
2022,HONDA,Accord,2001,AUTOMATIC,Gasoline,1723.0,130000,carmudi
2023,ISUZU,mu-X,2016,AUTOMATIC,Diesel,115000.0,850000,carmudi
2024,MG,RX,2019,MANUAL,Gasoline,37000.0,650000,carmudi
2025,NISSAN,Juke,2017,MANUAL,Gasoline,21000.0,530000,carmudi
2026,MERCEDES-BENZ,G Class,2022,AUTOMATIC,Gasoline,1000.0,2000000,carmudi
2027,KIA,Sportage,2015,AUTOMATIC,Gasoline,40000.0,600000,carmudi
2028,MAZDA,323,1997,MANUAL,Gasoline,120000.0,55000,carmudi
2029,VOLVO,XC90,2008,AUTOMATIC,Diesel,110000.0,690000,carmudi
2030,DODGE,Charger,2013,AUTOMATIC,Gasoline,21000.0,3000000,carmudi
2031,BMW,X3,2007,AUTOMATIC,Gasoline,110000.0,540000,carmudi
2032,TOYOTA,Avanza,2019,CVT,Gasoline,20000.0,680000,carmudi
2033,TOYOTA,Avanza,2018,MANUAL,Gasoline,50000.0,550000,carmudi
2034,ISUZU,D-Max,2014,MANUAL,Diesel,120000.0,350000,carmudi
2035,FORD,Everest,2007,AUTOMATIC,Diesel,100000.0,465000,carmudi
2036,MERCEDES-BENZ,A-Class,2017,AUTOMATIC,Gasoline,20000.0,1500000,carmudi
2037,TOYOTA,Coaster,2020,MANUAL,Diesel,1000.0,2600000,carmudi
2038,KIA,Sportage,2013,AUTOMATIC,Diesel,110000.0,410000,carmudi
2039,SUBARU,Legacy,2017,CVT,Gasoline,22000.0,1200000,carmudi
2040,FORD,Everest,2018,AUTOMATIC,Diesel,40000.0,1150000,carmudi
2041,MITSUBISHI,Lancer,2014,AUTOMATIC,Gasoline,61000.0,480000,carmudi
2042,TOYOTA,Sienna,2010,AUTOMATIC,Gasoline,110000.0,480000,carmudi
2043,HONDA,Accord,2000,AUTOMATIC,Gasoline,120000.0,150000,carmudi
2044,FORD,F 150,2001,AUTOMATIC,Gasoline,105000.0,505000,carmudi
2045,KIA,Sportage,2011,AUTOMATIC,Gasoline,120000.0,370000,carmudi
2046,FORD,Ranger,2017,AUTOMATIC,Diesel,65000.0,1000000,carmudi
2047,MITSUBISHI,L300,2017,MANUAL,Diesel,25000.0,550000,carmudi
2048,BMW,1 Sedan,2005,AUTOMATIC,Gasoline,115000.0,450000,carmudi
2049,HONDA,Accord,2013,AUTOMATIC,Gasoline,80000.0,698000,carmudi
2050,MERCEDES-BENZ,B-Class,2015,AUTOMATIC,Gasoline,44000.0,1100000,carmudi
2051,TOYOTA,Avanza,2008,CVT,Gasoline,90000.0,250000,carmudi
2052,HONDA,Accord,1999,CVT,Gasoline,66581.0,115000,carmudi
2053,FORD,Everest,2007,AUTOMATIC,Diesel,110000.0,350000,carmudi
2054,TOYOTA,Revo,2002,MANUAL,Diesel,154000.0,320000,carmudi
2055,HONDA,Civic,2007,CVT,Gasoline,85000.0,330000,carmudi
2056,HONDA,Odyssey,2010,AUTOMATIC,Gasoline,120000.0,900000,carmudi
2057,MITSUBISHI,Lancer,2009,MANUAL,Gasoline,91000.0,230000,carmudi
2058,NISSAN,Almera,2015,AUTOMATIC,Gasoline,55000.0,320000,carmudi
2059,VOLKSWAGEN,Jetta,2016,AUTOMATIC,Diesel,76884.0,560000,carmudi
2060,SUBARU,WRX,2011,MANUAL,Gasoline,35000.0,950000,carmudi
2061,TOYOTA,86,2013,MANUAL,Gasoline,35000.0,2350000,carmudi
2062,PEUGEOT,3008,2017,AUTOMATIC,Diesel,75000.0,600000,carmudi
2063,CHEVROLET,Trailblazer,2014,CVT,Gasoline,90000.0,850000,carmudi
2064,HONDA,Accord,2013,AUTOMATIC,Gasoline,65000.0,1200000,carmudi
2065,MITSUBISHI,Mirage G4,2017,CVT,Gasoline,48000.0,360000,carmudi
2066,TOYOTA,Previa,2010,AUTOMATIC,Gasoline,80000.0,630000,carmudi
2067,TOYOTA,Yaris,2015,CVT,Gasoline,27000.0,460000,carmudi
2068,HYUNDAI,Reina,2019,MANUAL,Gasoline,15000.0,360000,carmudi
2069,KIA,Rio Hatchback,2010,MANUAL,Gasoline,75000.0,250000,carmudi
2070,TOYOTA,Land Cruiser,1991,AUTOMATIC,Diesel,105000.0,1300000,carmudi
2071,CHEVROLET,Trailblazer,2014,AUTOMATIC,Gasoline,50000.0,670000,carmudi
2072,LEXUS,ES 350,2010,AUTOMATIC,Gasoline,238230.0,500000,carmudi
2073,CHEVROLET,Trailblazer,2005,AUTOMATIC,Gasoline,95000.0,300000,carmudi
2074,AUDI,RS5 Coupe,2011,AUTOMATIC,Gasoline,20000.0,3889000,carmudi
2075,FORD,Ranger,2014,AUTOMATIC,Diesel,94000.0,710000,carmudi
2076,MERCEDES-BENZ,C250,2015,AUTOMATIC,Gasoline,25000.0,2700000,carmudi
2077,FORD,Focus Hatchback,2016,AUTOMATIC,Gasoline,33600.0,450000,carmudi
2078,MINI,Countryman,2017,AUTOMATIC,Gasoline,23000.0,2600000,carmudi
2079,SUBARU,WRX,2011,AUTOMATIC,Gasoline,31014.0,1200000,carmudi
2080,CHERY,Tiggo 8,2020,AUTOMATIC,Gasoline,5000.0,9848000,carmudi
2081,FORD,Ranger,2020,MANUAL,Diesel,45000.0,1100000,carmudi
2082,FORD,Ranger,2018,AUTOMATIC,Diesel,65000.0,920000,carmudi
2083,ISUZU,mu-X,2015,MANUAL,Diesel,73000.0,810000,carmudi
2084,MITSUBISHI,Mirage,2015,CVT,Gasoline,39000.0,310000,carmudi
2085,TOYOTA,86,2014,AUTOMATIC,Gasoline,30000.0,1270000,carmudi
2086,NISSAN,370Z,2009,AUTOMATIC,Gasoline,10000.0,1400000,carmudi
2087,NISSAN,Livina,2022,AUTOMATIC,Gasoline,1200.0,1200000,carmudi
2088,PEUGEOT,308,2017,AUTOMATIC,Diesel,12900.0,850000,carmudi
2089,HYUNDAI,Tucson,2019,AUTOMATIC,Gasoline,35000.0,800000,carmudi
2090,HONDA,BR-V,2019,CVT,Gasoline,25000.0,750000,carmudi
2091,PORSCHE,Macan,2016,AUTOMATIC,Gasoline,16500.0,3100000,carmudi
2092,ISUZU,D-Max,2012,AUTOMATIC,Diesel,10000.0,645000,carmudi
2093,MITSUBISHI,L300,2006,MANUAL,Diesel,80000.0,265000,carmudi
2094,MITSUBISHI,Mirage,2014,MANUAL,Gasoline,58000.0,300000,carmudi
2095,SUZUKI,S-Presso,2021,MANUAL,Gasoline,10000.0,484000,carmudi
2096,HONDA,Mobilio,2017,CVT,Gasoline,40000.0,600000,carmudi
2097,TOYOTA,Alphard,2011,AUTOMATIC,Gasoline,127542.0,1800000,carmudi
2098,PEUGEOT,Expert Tepee,2014,AUTOMATIC,Diesel,99.0,888000,carmudi
2099,HONDA,Accord,2008,AUTOMATIC,Gasoline,67000.0,488000,carmudi
2100,BMW,318i,2011,AUTOMATIC,Gasoline,72000.0,788000,carmudi
2101,TOYOTA,Camry,2010,MANUAL,Gasoline,60000.0,458000,carmudi
2102,MITSUBISHI,L200,2012,MANUAL,Diesel,90000.0,485000,carmudi
2103,NISSAN,Maxima,1988,MANUAL,Gasoline,116000.0,268000,carmudi
2104,HONDA,Brio,2020,CVT,Gasoline,16000.0,698000,carmudi
2105,SUBARU,Legacy,2013,AUTOMATIC,Gasoline,38000.0,738000,carmudi
2106,JAGUAR,XJ,2012,AUTOMATIC,Gasoline,8000.0,3450000,carmudi
2107,JAGUAR,XF,2010,AUTOMATIC,Gasoline,20000.0,1698000,carmudi
2108,SUBARU,Impreza,2008,MANUAL,Gasoline,61000.0,368000,carmudi
2109,VOLKSWAGEN,Tiguan,2014,AUTOMATIC,Diesel,48000.0,750000,carmudi
2110,SUZUKI,Swift,2020,AUTOMATIC,Gasoline,10000.0,498000,carmudi
2111,DODGE,Durango,2018,AUTOMATIC,Gasoline,200.0,2950000,carmudi
2112,MERCEDES-BENZ,C-Class,2009,AUTOMATIC,Gasoline,89479.0,958000,carmudi
2113,TOYOTA,Land Cruiser,1993,MANUAL,Diesel,99.0,950000,carmudi
2114,FORD,Ranger,2020,AUTOMATIC,Diesel,10000.0,1888000,carmudi
2115,HYUNDAI,Santa Fe,2013,AUTOMATIC,Diesel,47000.0,718000,carmudi
2116,BMW,318i,2004,AUTOMATIC,Gasoline,100000.0,265000,carmudi
2117,HONDA,Odyssey,2019,CVT,Gasoline,59000.0,338000,carmudi
2118,SUZUKI,Swift,2015,CVT,Gasoline,77000.0,369000,carmudi
2119,SUZUKI,Ertiga,2015,AUTOMATIC,Gasoline,40000.0,530000,carmudi
2120,SUBARU,Forester,2010,AUTOMATIC,Gasoline,44000.0,478000,carmudi
2121,KIA,Picanto,2017,MANUAL,Gasoline,34000.0,298000,carmudi
2122,TOYOTA,Vios,2016,MANUAL,Gasoline,85000.0,365000,carmudi
2123,HYUNDAI,Sonata,2010,AUTOMATIC,Gasoline,54000.0,438000,carmudi
2124,HONDA,City,2013,CVT,Gasoline,40000.0,390000,carmudi
2125,MITSUBISHI,Montero Sport,2010,AUTOMATIC,Diesel,100000.0,588000,carmudi
2126,HYUNDAI,Grand Starex,2017,MANUAL,Gasoline,5000.0,1300000,carmudi
2127,TOYOTA,Vios,2019,MANUAL,Gasoline,40000.0,480000,carmudi
2128,MITSUBISHI,Strada,2017,MANUAL,Diesel,11000.0,815000,carmudi
2129,HYUNDAI,Grand Starex,2019,AUTOMATIC,Diesel,30000.0,1448000,carmudi
2130,HYUNDAI,Accent,2017,AUTOMATIC,Gasoline,34000.0,388000,carmudi
2131,MITSUBISHI,Montero Sport,2014,MANUAL,Diesel,85000.0,670000,carmudi
2132,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,26000.0,370000,carmudi
2133,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,10000.0,668000,carmudi
2134,HONDA,City,2013,AUTOMATIC,Gasoline,45000.0,400000,carmudi
2135,MITSUBISHI,Montero Sport,2010,AUTOMATIC,Diesel,105000.0,650000,carmudi
2136,TOYOTA,Innova,2006,AUTOMATIC,Diesel,250000.0,420000,carmudi
2137,HYUNDAI,Grand Starex,2015,MANUAL,Gasoline,24500.0,660000,carmudi
2138,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,47000.0,1150000,carmudi
2139,FORD,Ranger,2016,AUTOMATIC,Diesel,70000.0,898000,carmudi
2140,FORD,Everest,2017,AUTOMATIC,Diesel,65000.0,850000,carmudi
2141,HONDA,City,2018,CVT,Gasoline,55000.0,500000,carmudi
2142,ISUZU,Crosswind,2002,AUTOMATIC,Diesel,185000.0,285000,carmudi
2143,MITSUBISHI,Adventure,2017,MANUAL,Diesel,107000.0,550000,carmudi
2144,TOYOTA,Corolla Altis,2016,MANUAL,Gasoline,57000.0,580000,carmudi
2145,TOYOTA,Fortuner,2022,AUTOMATIC,Diesel,5000.0,1400000,carmudi
2146,MITSUBISHI,Strada,2012,MANUAL,Diesel,100000.0,595000,carmudi
2147,HONDA,City,2019,CVT,Gasoline,30000.0,620000,carmudi
2148,TOYOTA,Fortuner,2017,MANUAL,Diesel,48000.0,995000,carmudi
2149,TOYOTA,Vios,2020,CVT,Gasoline,99.0,650000,carmudi
2150,TOYOTA,Vios,2019,CVT,Gasoline,99.0,550000,carmudi
2151,MITSUBISHI,Montero Sport,2014,AUTOMATIC,Diesel,40000.0,700000,carmudi
2152,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,40000.0,1028000,carmudi
2153,HYUNDAI,Grand Starex,2011,AUTOMATIC,Diesel,100000.0,585000,carmudi
2154,HONDA,City,2013,MANUAL,Gasoline,100000.0,350000,carmudi
2155,TOYOTA,Fortuner,2017,MANUAL,Diesel,17000.0,1250000,carmudi
2156,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,80000.0,500000,carmudi
2157,HYUNDAI,Accent,2017,AUTOMATIC,Gasoline,20000.0,500000,carmudi
2158,HONDA,City,2016,CVT,Gasoline,45000.0,560000,carmudi
2159,TOYOTA,Vios,2015,MANUAL,Gasoline,5000.0,370000,carmudi
2160,NISSAN,Navara,2021,AUTOMATIC,Diesel,9000.0,1650000,carmudi
2161,HYUNDAI,Accent,2013,MANUAL,Diesel,106192.0,350000,carmudi
2162,HYUNDAI,Accent,2018,MANUAL,Gasoline,50000.0,400000,carmudi
2163,ISUZU,Crosswind,2013,AUTOMATIC,Diesel,80000.0,600000,carmudi
2164,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,67745.0,950000,carmudi
2165,MITSUBISHI,Montero Sport,2017,MANUAL,Diesel,89200.0,915000,carmudi
2166,MITSUBISHI,Adventure,2017,MANUAL,Diesel,105000.0,650000,carmudi
2167,HONDA,City,2018,AUTOMATIC,Gasoline,43000.0,600000,carmudi
2168,TOYOTA,Innova,2017,AUTOMATIC,Diesel,50000.0,900000,carmudi
2169,TOYOTA,Corolla Altis,2013,CVT,Gasoline,35000.0,395000,carmudi
2170,MITSUBISHI,Montero Sport,2015,AUTOMATIC,Diesel,29000.0,850000,carmudi
2171,MITSUBISHI,Strada,2017,AUTOMATIC,Diesel,822.0,900000,carmudi
2172,HONDA,City,2008,AUTOMATIC,Gasoline,130000.0,268000,carmudi
2173,TOYOTA,Innova,2015,AUTOMATIC,Diesel,50000.0,838000,carmudi
2174,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,52000.0,420000,carmudi
2175,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,45000.0,1250000,carmudi
2176,HYUNDAI,Grand Starex,1997,AUTOMATIC,Diesel,120000.0,180000,carmudi
2177,TOYOTA,Vios,2018,MANUAL,Gasoline,49000.0,450000,carmudi
2178,HYUNDAI,Accent,2016,MANUAL,Diesel,110000.0,450000,carmudi
2179,TOYOTA,Vios,2016,MANUAL,Gasoline,342.0,450000,carmudi
2180,FORD,Everest,2017,AUTOMATIC,Diesel,44500.0,800000,carmudi
2181,TOYOTA,Innova,2011,AUTOMATIC,Gasoline,259821.0,400000,carmudi
2182,MITSUBISHI,Montero Sport,2019,AUTOMATIC,Diesel,60000.0,1119000,carmudi
2183,TOYOTA,Wigo,2018,MANUAL,Gasoline,10000.0,330000,carmudi
2184,MITSUBISHI,Adventure,2013,MANUAL,Gasoline,60000.0,430000,carmudi
2185,HYUNDAI,Accent,2018,MANUAL,Diesel,70000.0,465500,carmudi
2186,MITSUBISHI,Montero Sport,2009,AUTOMATIC,Diesel,95000.0,570000,carmudi
2187,MITSUBISHI,Montero Sport,2022,AUTOMATIC,Diesel,4300.0,1470000,carmudi
2188,HYUNDAI,Grand Starex,2013,AUTOMATIC,Diesel,97000.0,680000,carmudi
2189,FORD,Everest,2016,AUTOMATIC,Diesel,45000.0,1000000,carmudi
2190,MITSUBISHI,Strada,2011,AUTOMATIC,Diesel,70000.0,675000,carmudi
2191,HONDA,City,2013,MANUAL,Gasoline,87531.0,388000,carmudi
2192,FORD,Everest,2013,MANUAL,Diesel,73000.0,538000,carmudi
2193,HONDA,City,2019,AUTOMATIC,Gasoline,30000.0,718000,carmudi
2194,HYUNDAI,Accent,2018,AUTOMATIC,Gasoline,70000.0,415000,carmudi
2195,ISUZU,Crosswind,2016,AUTOMATIC,Diesel,120000.0,650000,carmudi
2196,NISSAN,Navara,2015,AUTOMATIC,Diesel,85000.0,720000,carmudi
2197,HONDA,City,2016,AUTOMATIC,Gasoline,79000.0,578000,carmudi
2198,FORD,Everest,2014,AUTOMATIC,Diesel,36000.0,558000,carmudi
2199,ISUZU,Crosswind,2016,MANUAL,Diesel,90000.0,438000,carmudi
2200,SUBARU,Forester,2013,AUTOMATIC,Gasoline,85000.0,575000,carmudi
2201,NISSAN,Navara,2018,AUTOMATIC,Diesel,40300.0,999999,carmudi
2202,MITSUBISHI,Montero Sport,2010,AUTOMATIC,Diesel,125000.0,650000,carmudi
2203,TOYOTA,Innova,2005,MANUAL,Gasoline,80000.0,380000,carmudi
2204,TOYOTA,Wigo,2016,AUTOMATIC,Gasoline,55000.0,350000,carmudi
2205,NISSAN,Navara,2020,AUTOMATIC,Diesel,45000.0,935000,carmudi
2206,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,55000.0,1550000,carmudi
2207,HONDA,City,2018,AUTOMATIC,Gasoline,18500.0,625000,carmudi
2208,FORD,Everest,2017,MANUAL,Diesel,60000.0,890000,carmudi
2209,HONDA,City,2013,MANUAL,Gasoline,105000.0,340000,carmudi
2210,HYUNDAI,Tucson,2009,AUTOMATIC,Diesel,81000.0,338000,carmudi
2211,TOYOTA,Vios,2010,MANUAL,Gasoline,65000.0,345000,carmudi
2212,TOYOTA,Vios,2007,MANUAL,Gasoline,102000.0,265000,carmudi
2213,MITSUBISHI,Strada,2012,MANUAL,Diesel,92000.0,700000,carmudi
2214,HYUNDAI,Accent,2020,MANUAL,Gasoline,13000.0,435000,carmudi
2215,NISSAN,Navara,2018,MANUAL,Diesel,52289.0,875000,carmudi
2216,HONDA,City,2016,CVT,Gasoline,66000.0,450000,carmudi
2217,HYUNDAI,Accent,2019,MANUAL,Gasoline,15000.0,410000,carmudi
2218,MITSUBISHI,Strada,2018,MANUAL,Diesel,65000.0,879000,carmudi
2219,HYUNDAI,Accent,2016,MANUAL,Gasoline,21000.0,300000,carmudi
2220,TOYOTA,Fortuner,2014,AUTOMATIC,Diesel,108084.0,850000,carmudi
2221,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,9000.0,1290000,carmudi
2222,FORD,Everest,2017,AUTOMATIC,Diesel,35000.0,1198000,carmudi
2223,TOYOTA,Vios,2019,CVT,Gasoline,35000.0,600000,carmudi
2224,TOYOTA,Corolla Altis,2014,AUTOMATIC,Gasoline,13760.0,615000,carmudi
2225,MITSUBISHI,Montero Sport,2019,AUTOMATIC,Diesel,18000.0,1230000,carmudi
2226,HYUNDAI,Accent,2016,MANUAL,Diesel,143000.0,420000,carmudi
2227,MITSUBISHI,Montero Sport,2010,AUTOMATIC,Diesel,75000.0,670000,carmudi
2228,FORD,Everest,2015,AUTOMATIC,Diesel,120000.0,700000,carmudi
2229,NISSAN,Navara,2016,MANUAL,Diesel,70000.0,780000,carmudi
2230,TOYOTA,Fortuner,2011,AUTOMATIC,Gasoline,40000.0,745000,carmudi
2231,TOYOTA,Wigo,2016,MANUAL,Gasoline,35000.0,345000,carmudi
2232,HYUNDAI,Tucson,2012,AUTOMATIC,Gasoline,65000.0,425000,carmudi
2233,MITSUBISHI,Montero Sport,2017,MANUAL,Diesel,27000.0,1150000,carmudi
2234,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,100000.0,380000,carmudi
2235,HYUNDAI,Accent,2011,AUTOMATIC,Gasoline,70000.0,180000,carmudi
2236,TOYOTA,Vios,2016,MANUAL,Gasoline,36946.0,365000,carmudi
2237,HYUNDAI,Accent,2015,AUTOMATIC,Gasoline,105000.0,325000,carmudi
2238,HYUNDAI,Grand Starex,2011,AUTOMATIC,Diesel,138000.0,500000,carmudi
2239,TOYOTA,Fortuner,2022,AUTOMATIC,Diesel,10000.0,1550000,carmudi
2240,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,5000.0,460000,carmudi
2241,TOYOTA,Vios,2019,MANUAL,Gasoline,93000.0,399000,carmudi
2242,SUBARU,Forester,2010,AUTOMATIC,Gasoline,99.0,455000,carmudi
2243,HYUNDAI,Tucson,2016,MANUAL,Gasoline,25000.0,680000,carmudi
2244,HYUNDAI,Accent,2020,MANUAL,Gasoline,15000.0,459000,carmudi
2245,MITSUBISHI,Adventure,2016,MANUAL,Diesel,85000.0,700000,carmudi
2246,HYUNDAI,Tucson,2017,AUTOMATIC,Gasoline,10000.0,650000,carmudi
2247,MITSUBISHI,Montero Sport,2020,AUTOMATIC,Diesel,40000.0,1698000,carmudi
2248,NISSAN,Navara,2019,AUTOMATIC,Diesel,76000.0,928000,carmudi
2249,TOYOTA,Hilux,2021,AUTOMATIC,Diesel,18000.0,1798000,carmudi
2250,HYUNDAI,Grand Starex,2013,MANUAL,Diesel,95000.0,950000,carmudi
2251,FORD,Everest,2016,AUTOMATIC,Diesel,66000.0,998000,carmudi
2252,FORD,Explorer,2018,AUTOMATIC,Gasoline,25000.0,2500000,carmudi
2253,TOYOTA,Fortuner,2016,AUTOMATIC,Diesel,48000.0,1050000,carmudi
2254,FORD,Everest,2005,AUTOMATIC,Diesel,129000.0,319000,carmudi
2255,TOYOTA,Wigo,2018,MANUAL,Gasoline,40000.0,418000,carmudi
2256,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,30000.0,410000,carmudi
2257,TOYOTA,Corolla Altis,2008,MANUAL,Gasoline,254.0,310000,carmudi
2258,FORD,Everest,2006,AUTOMATIC,Diesel,115000.0,350000,carmudi
2259,MITSUBISHI,Montero Sport,2013,MANUAL,Diesel,100000.0,720000,carmudi
2260,TOYOTA,Innova,2015,MANUAL,Diesel,45000.0,650000,carmudi
2261,FORD,Explorer,2018,AUTOMATIC,Gasoline,1750.0,2700000,carmudi
2262,MITSUBISHI,Adventure,2017,MANUAL,Diesel,57000.0,650000,carmudi
2263,HYUNDAI,Accent,2012,MANUAL,Gasoline,40000.0,300000,carmudi
2264,MITSUBISHI,Strada,2018,MANUAL,Diesel,50000.0,850000,carmudi
2265,TOYOTA,Vios,2019,MANUAL,Gasoline,10000.0,530000,carmudi
2266,HYUNDAI,Grand Starex,2014,AUTOMATIC,Diesel,70000.0,810000,carmudi
2267,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,45000.0,500000,carmudi
2268,HONDA,City,2013,CVT,Gasoline,75000.0,395000,carmudi
2269,FORD,Ecosport,2015,AUTOMATIC,Gasoline,15000.0,598000,carmudi
2270,MITSUBISHI,Montero Sport,2015,AUTOMATIC,Diesel,33000.0,870000,carmudi
2271,FORD,Everest,2011,AUTOMATIC,Diesel,110000.0,700000,carmudi
2272,HONDA,City,2012,CVT,Gasoline,70000.0,430000,carmudi
2273,TOYOTA,Vios,2014,MANUAL,Gasoline,35000.0,350000,carmudi
2274,HONDA,City,2018,CVT,Gasoline,26000.0,585000,carmudi
2275,TOYOTA,Wigo,2018,MANUAL,Gasoline,23000.0,380000,carmudi
2276,TOYOTA,Vios,2017,CVT,Gasoline,30000.0,545000,carmudi
2277,TOYOTA,Wigo,2019,MANUAL,Gasoline,2000.0,480000,carmudi
2278,TOYOTA,Vios,2019,MANUAL,Gasoline,2700.0,635000,carmudi
2279,TOYOTA,Vios,2019,MANUAL,Gasoline,1800.0,610000,carmudi
2280,TOYOTA,Innova,2019,AUTOMATIC,Diesel,17000.0,1150000,carmudi
2281,TOYOTA,Vios,2018,CVT,Gasoline,10422.0,530000,carmudi
2282,TOYOTA,Avanza,2019,AUTOMATIC,Gasoline,12600.0,880000,carmudi
2283,TOYOTA,Vios,2018,MANUAL,Gasoline,1900.0,555000,carmudi
2284,TOYOTA,Vios,2018,MANUAL,Gasoline,24000.0,538000,carmudi
2285,TOYOTA,Vios,2018,MANUAL,Gasoline,3800.0,585000,carmudi
2286,TOYOTA,Vios,2018,MANUAL,Gasoline,11800.0,555000,carmudi
2287,TOYOTA,Vios,2018,CVT,Gasoline,13900.0,598000,carmudi
2288,TOYOTA,Vios,2018,MANUAL,Gasoline,6000.0,625000,carmudi
2289,TOYOTA,Vios,2018,CVT,Gasoline,2000.0,708000,carmudi
2290,TOYOTA,Vios,2018,MANUAL,Gasoline,5800.0,625000,carmudi
2291,TOYOTA,Vios,2018,CVT,Gasoline,3000.0,770000,carmudi
2292,TOYOTA,Vios,2018,MANUAL,Gasoline,1900.0,565000,carmudi
2293,TOYOTA,Vios,2018,CVT,Gasoline,139000.0,568000,carmudi
2294,TOYOTA,Vios,2018,CVT,Gasoline,2000.0,738000,carmudi
2295,TOYOTA,Hilux,2018,MANUAL,Diesel,5000.0,2500000,carmudi
2296,TOYOTA,Vios,2018,MANUAL,Gasoline,5800.0,585000,carmudi
2297,TOYOTA,Vios,2018,CVT,Gasoline,5500.0,558000,carmudi
2298,TOYOTA,Vios,2018,MANUAL,Gasoline,1900.0,598000,carmudi
2299,TOYOTA,Vios,2017,CVT,Gasoline,8800.0,535000,carmudi
2300,TOYOTA,Innova,2018,AUTOMATIC,Diesel,60000.0,1020000,carmudi
2301,TOYOTA,Vios,2017,MANUAL,Gasoline,7000.0,525000,carmudi
